Country,Year,Export_tonnes
Yemen,2008,4020.0
Zambia,2008,2880.0
Zimbabwe,2008,1380.0
Angola,2009,420.0
Bolivia (Plurinational State of),2009,4980.0
Brazil,2009,1822680.0
Burundi,2009,17340.0
Cameroon,2009,37080.0
Central African Republic,2009,3720.0
Colombia,2009,473640.0
Costa Rica,2009,74160.0
Côte d'Ivoire,2009,108420.0
Cuba,2009,420.0
Democratic Republic of Congo,2009,9660.0
Dominican Republic,2009,6120.0
Ecuador,2009,65160.0
El Salvador,2009,78540.0
Ethiopia,2009,111060.0
Gabon,2009,60.0
Ghana,2009,1440.0
Guatemala,2009,209580.0
Guinea,2009,26340.0
Guyana,2009,60.0
Haiti,2009,960.0
Honduras,2009,185040.0
India,2009,180420.0
Indonesia,2009,474420.0
Jamaica,2009,1500.0
Kenya,2009,31500.0
Lao People's Democratic Republic,2009,15840.0
Liberia,2009,540.0
Madagascar,2009,2400.0
Malawi,2009,1080.0
Mexico,2009,170280.0
Nepal,2009,120.0
Nicaragua,2009,82440.0
Nigeria,2009,60.0
Panama,2009,3540.0
Papua New Guinea,2009,61620.0
Peru,2009,184440.0
Philippines,2009,420.0
Rwanda,2009,18240.0
Sierra Leone,2009,6240.0
Sri Lanka,2009,60.0
Tanzania,2009,69420.0
Thailand,2009,11100.0
Timor-Leste,2009,2580.0
Togo,2009,9120.0
Uganda,2009,180840.0
Venezuela,2009,1080.0
Viet Nam,2009,1023120.0
Yemen,2009,2340.0
Zambia,2009,1980.0
Zimbabwe,2009,1080.0
Angola,2010,240.0
Bolivia (Plurinational State of),2010,4680.0
Brazil,2010,1990020.0
Burundi,2010,18420.0
Cameroon,2010,47640.0
Central African Republic,2010,5700.0
Colombia,2010,469320.0
Costa Rica,2010,72000.0
Côte d'Ivoire,2010,114720.0
Cuba,2010,300.0
Democratic Republic of Congo,2010,9720.0
Dominican Republic,2010,2460.0
Ecuador,2010,72120.0
El Salvador,2010,64920.0
Ethiopia,2010,199440.0
Gabon,2010,60.0
Ghana,2010,420.0
Guatemala,2010,208080.0
Guinea,2010,24360.0
Guyana,2010,60.0
Haiti,2010,540.0
Honduras,2010,200940.0
India,2010,278820.0
Indonesia,2010,329340.0
Jamaica,2010,900.0
Kenya,2010,31860.0
Lao People's Democratic Republic,2010,17280.0
Liberia,2010,420.0
Madagascar,2010,4440.0
Malawi,2010,480.0
Mexico,2010,149880.0
Nepal,2010,60.0
Nicaragua,2010,102720.0
Nigeria,2010,180.0
Panama,2010,3900.0
Papua New Guinea,2010,55740.0
Peru,2010,229020.0
Philippines,2010,360.0
Rwanda,2010,17760.0
Sierra Leone,2010,3480.0
Sri Lanka,2010,120.0
Tanzania,2010,33360.0
Thailand,2010,22200.0
Timor-Leste,2010,4080.0
Togo,2010,11880.0
Trinidad & Tobago,2010,60.0
Uganda,2010,159420.0
Venezuela,2010,1140.0
Viet Nam,2010,853740.0
Yemen,2010,2640.0
Zambia,2010,1080.0
Zimbabwe,2010,420.0
Angola,2011,480.0
Bolivia (Plurinational State of),2011,4440.0
Brazil,2011,2028360.0
Burundi,2011,13080.0
Cameroon,2011,29400.0
Central African Republic,2011,4680.0
Colombia,2011,464040.0
Costa Rica,2011,74580.0
Côte d'Ivoire,2011,46320.0
Cuba,2011,600.0
Democratic Republic of Congo,2011,7920.0
Dominican Republic,2011,5340.0
Ecuador,2011,91920.0
El Salvador,2011,109560.0
Ethiopia,2011,160500.0
Gabon,2011,60.0
Ghana,2011,4320.0
Guatemala,2011,221820.0
Guinea,2011,23100.0
Guyana,2011,60.0
Haiti,2011,540.0
Honduras,2011,236820.0
India,2011,324840.0
Indonesia,2011,235200.0
Jamaica,2011,960.0
Kenya,2011,36540.0
Lao People's Democratic Republic,2011,25260.0
Liberia,2011,480.0
Madagascar,2011,8640.0
Malawi,2011,1560.0
Mexico,2011,174420.0
Nepal,2011,240.0
Nicaragua,2011,88080.0
Nigeria,2011,420.0
Panama,2011,3180.0
Papua New Guinea,2011,73500.0
Peru,2011,281820.0
Philippines,2011,600.0
Rwanda,2011,16620.0
Sierra Leone,2011,2220.0
Sri Lanka,2011,120.0
Tanzania,2011,47880.0
Thailand,2011,14580.0
Timor-Leste,2011,2340.0
Togo,2011,9300.0
Uganda,2011,188520.0
Viet Nam,2011,1063020.0
Yemen,2011,2100.0
Zambia,2011,540.0
Zimbabwe,2011,300.0
Angola,2012,480.0
Bolivia (Plurinational State of),2012,3780.0
Brazil,2012,1712940.0
Burundi,2012,23520.0
Cameroon,2012,37320.0
Central African Republic,2012,4680.0
Colombia,2012,430200.0
Costa Rica,2012,82440.0
Côte d'Ivoire,2012,102720.0
Cuba,2012,900.0
Democratic Republic of Congo,2012,8760.0
Dominican Republic,2012,8220.0
Ecuador,2012,94800.0
El Salvador,2012,62640.0
Ethiopia,2012,192180.0
Ghana,2012,1800.0
Guatemala,2012,225000.0
Guinea,2012,22620.0
Guyana,2012,120.0
Haiti,2012,660.0
Honduras,2012,330480.0
India,2012,302640.0
Indonesia,2012,492360.0
Jamaica,2012,900.0
Kenya,2012,48180.0
Lao People's Democratic Republic,2012,21600.0
Liberia,2012,180.0
Madagascar,2012,4740.0
Malawi,2012,1200.0
Mexico,2012,213360.0
Nepal,2012,60.0
Nicaragua,2012,119220.0
Nigeria,2012,120.0
Panama,2012,3060.0
Papua New Guinea,2012,55500.0
Peru,2012,258600.0
Philippines,2012,180.0
Rwanda,2012,15060.0
Sierra Leone,2012,3900.0
Tanzania,2012,45360.0
Thailand,2012,21000.0
Timor-Leste,2012,3360.0
Togo,2012,8820.0
Trinidad & Tobago,2012,60.0
Uganda,2012,161100.0
Venezuela,2012,120.0
Viet Nam,2012,1375200.0
Yemen,2012,3780.0
Zambia,2012,420.0
Zimbabwe,2012,240.0
Angola,2013,360.0
Bolivia (Plurinational State of),2013,3300.0
Brazil,2013,1899060.0
Burundi,2013,11700.0
Cameroon,2013,16320.0
Central African Republic,2013,60.0
Colombia,2013,580200.0
Costa Rica,2013,80640.0
Côte d'Ivoire,2013,117720.0
Cuba,2013,720.0
Democratic Republic of Congo,2013,8400.0
Dominican Republic,2013,3900.0
Ecuador,2013,75720.0
El Salvador,2013,66180.0
Ethiopia,2013,172200.0
Ghana,2013,1380.0
Guatemala,2013,214500.0
Guinea,2013,8040.0
Guyana,2013,60.0
Haiti,2013,480.0
Honduras,2013,251100.0
India,2013,301980.0
Indonesia,2013,555300.0
Jamaica,2013,900.0
Kenya,2013,48900.0
Lao People's Democratic Republic,2013,24000.0
Liberia,2013,240.0
Madagascar,2013,9960.0
Malawi,2013,1740.0
Mexico,2013,187920.0
Nepal,2013,60.0
Nicaragua,2013,99660.0
Nigeria,2013,60.0
Panama,2013,2940.0
Papua New Guinea,2013,48660.0
Peru,2013,224160.0
Philippines,2013,360.0
Rwanda,2013,15240.0
Sierra Leone,2013,3420.0
Tanzania,2013,56100.0
Thailand,2013,2940.0
Timor-Leste,2013,4200.0
Togo,2013,5460.0
Trinidad & Tobago,2013,120.0
Uganda,2013,220320.0
Venezuela,2013,360.0
Viet Nam,2013,1183080.0
Yemen,2013,3300.0
Zambia,2013,600.0
Zimbabwe,2013,120.0
Angola,2014,540.0
Bolivia (Plurinational State of),2014,3720.0
Burundi,2014,15120.0
Cameroon,2014,22500.0
Central African Republic,2014,4500.0
Colombia,2014,657240.0
Costa Rica,2014,72540.0
Côte d'Ivoire,2014,89340.0
Cuba,2014,780.0
Democratic Republic of Congo,2014,9060.0
Dominican Republic,2014,2700.0
Ecuador,2014,67740.0
El Salvador,2014,27720.0
Ethiopia,2014,187020.0
Ghana,2014,1560.0
Guatemala,2014,182580.0
Guinea,2014,1440.0
Guyana,2014,780.0
Haiti,2014,180.0
Honduras,2014,255120.0
India,2014,307860.0
Indonesia,2014,370500.0
Jamaica,2014,600.0
Kenya,2014,47940.0
Lao People's Democratic Republic,2014,22200.0
Liberia,2014,60.0
Madagascar,2014,8280.0
Malawi,2014,1560.0
Mexico,2014,148800.0
Nepal,2014,60.0
Nicaragua,2014,114060.0
Nigeria,2014,60.0
Panama,2014,3060.0
Papua New Guinea,2014,48420.0
Peru,2014,163200.0
Philippines,2014,720.0
Rwanda,2014,15360.0
Sierra Leone,2014,1440.0
Sri Lanka,2014,120.0
Tanzania,2014,43080.0
Thailand,2014,1620.0
Timor-Leste,2014,6660.0
Togo,2014,8040.0
Trinidad & Tobago,2014,120.0
Uganda,2014,206520.0
Viet Nam,2014,1565820.0
Yemen,2014,3420.0
Zambia,2014,300.0
Zimbabwe,2014,660.0
Angola,2015,660.0
Bolivia (Plurinational State of),2015,1800.0
Burundi,2015,13800.0
Cameroon,2015,23400.0
Central African Republic,2015,2580.0
Colombia,2015,762960.0
Costa Rica,2015,67680.0
Côte d'Ivoire,2015,85080.0
Cuba,2015,780.0
Democratic Republic of Congo,2015,7680.0
Dominican Republic,2015,1140.0
Ecuador,2015,52140.0
El Salvador,2015,34560.0
Ethiopia,2015,179100.0
Ghana,2015,2400.0
Guatemala,2015,177660.0
Guinea,2015,9120.0
Guyana,2015,120.0
Haiti,2015,180.0
Honduras,2015,301800.0
India,2015,315720.0
Indonesia,2015,502740.0
Jamaica,2015,720.0
Kenya,2015,42720.0
Lao People's Democratic Republic,2015,24180.0
Liberia,2015,240.0
Madagascar,2015,3540.0
Malawi,2015,1080.0
Mexico,2015,147480.0
Nepal,2015,120.0
Nicaragua,2015,105180.0
Nigeria,2015,180.0
Panama,2015,3000.0
Papua New Guinea,2015,42660.0
Peru,2015,167400.0
Philippines,2015,900.0
Rwanda,2015,15780.0
Sierra Leone,2015,3240.0
Tanzania,2015,42540.0
Thailand,2015,34680.0
Timor-Leste,2015,4080.0
Togo,2015,10680.0
Trinidad & Tobago,2015,120.0
Uganda,2015,215760.0
Venezuela,2015,60.0
Viet Nam,2015,1316640.0
Yemen,2015,3120.0
Zambia,2015,180.0
Zimbabwe,2015,660.0
Angola,2016,660.0
Bolivia (Plurinational State of),2016,1320.0
Brazil,2016,2056140.0
Burundi,2016,12240.0
Cameroon,2016,16860.0
Central African Republic,2016,4800.0
Colombia,2016,769860.0
Costa Rica,2016,60420.0
Côte d'Ivoire,2016,85920.0
Cuba,2016,900.0
Democratic Republic of Congo,2016,10260.0
Dominican Republic,2016,1140.0
Ecuador,2016,55380.0
El Salvador,2016,29760.0
Ethiopia,2016,180060.0
Ghana,2016,1620.0
Guatemala,2016,179460.0
Guinea,2016,15000.0
Guyana,2016,120.0
Haiti,2016,60.0
Honduras,2016,318360.0
India,2016,365160.0
Indonesia,2016,392700.0
Jamaica,2016,660.0
Kenya,2016,43620.0
Lao People's Democratic Republic,2016,23160.0
Liberia,2016,180.0
Madagascar,2016,4560.0
Malawi,2016,1320.0
Mexico,2016,133980.0
Nepal,2016,120.0
Nicaragua,2016,117780.0
Nigeria,2016,60.0
Panama,2016,3360.0
Papua New Guinea,2016,67980.0
Peru,2016,237600.0
Philippines,2016,780.0
Rwanda,2016,14640.0
Sierra Leone,2016,1560.0
Sri Lanka,2016,60.0
Tanzania,2016,54300.0
Thailand,2016,7860.0
Timor-Leste,2016,4080.0
Togo,2016,4500.0
Trinidad & Tobago,2016,120.0
Uganda,2016,212580.0
Viet Nam,2016,1783260.0
Yemen,2016,2280.0
Zambia,2016,600.0
Zimbabwe,2016,720.0
Angola,2017,540.0
Bolivia (Plurinational State of),2017,1560.0
Brazil,2017,1855500.0
Burundi,2017,10140.0
Cameroon,2017,14700.0
Central African Republic,2017,1080.0
Colombia,2017,779100.0
Costa Rica,2017,59220.0
Côte d'Ivoire,2017,51300.0
Cuba,2017,900.0
Democratic Republic of Congo,2017,5340.0
Dominican Republic,2017,1440.0
Ecuador,2017,41700.0
El Salvador,2017,31620.0
Ethiopia,2017,226380.0
Ghana,2017,1020.0
Guatemala,2017,202980.0
Guinea,2017,12960.0
Guyana,2017,60.0
Haiti,2017,120.0
Honduras,2017,440460.0
India,2017,392520.0
Indonesia,2017,491880.0
Jamaica,2017,600.0
Kenya,2017,42600.0
Lao People's Democratic Republic,2017,23160.0
Liberia,2017,660.0
Madagascar,2017,3480.0
Malawi,2017,780.0
Mexico,2017,174660.0
Nepal,2017,60.0
Nicaragua,2017,146940.0
Nigeria,2017,180.0
Panama,2017,3000.0
Papua New Guinea,2017,47640.0
Peru,2017,236760.0
Philippines,2017,540.0
Rwanda,2017,14760.0
Sierra Leone,2017,2100.0
Sri Lanka,2017,120.0
Tanzania,2017,39840.0
Thailand,2017,8460.0
Timor-Leste,2017,5160.0
Togo,2017,1620.0
Trinidad & Tobago,2017,120.0
Uganda,2017,286440.0
Viet Nam,2017,1505520.0
Yemen,2017,2760.0
Zambia,2017,780.0
Zimbabwe,2017,120.0
Angola,2018,540.0
Bolivia (Plurinational State of),2018,1320.0
Brazil,2018,2138220.0
Burundi,2018,12120.0
Cameroon,2018,17220.0
Central African Republic,2018,2340.0
Colombia,2018,768480.0
Costa Rica,2018,72480.0
Côte d'Ivoire,2018,91320.0
Cuba,2018,1980.0
Democratic Republic of Congo,2018,11280.0
Dominican Republic,2018,1920.0
Ecuador,2018,28980.0
El Salvador,2018,34260.0
Ethiopia,2018,215340.0
Ghana,2018,720.0
Guatemala,2018,199620.0
Guinea,2018,9420.0
Guyana,2018,60.0
Haiti,2018,120.0
Honduras,2018,428640.0
India,2018,358020.0
Indonesia,2018,272340.0
Jamaica,2018,600.0
Kenya,2018,45180.0
Lao People's Democratic Republic,2018,21660.0
Liberia,2018,480.0
Madagascar,2018,360.0
Malawi,2018,720.0
Mexico,2018,173280.0
Nepal,2018,120.0
Nicaragua,2018,138000.0
Nigeria,2018,180.0
Panama,2018,2820.0
Papua New Guinea,2018,52200.0
Peru,2018,243840.0
Philippines,2018,240.0
Rwanda,2018,21000.0
Sierra Leone,2018,1620.0
Sri Lanka,2018,120.0
Tanzania,2018,51360.0
Thailand,2018,15480.0
Timor-Leste,2018,7740.0
Togo,2018,6660.0
Trinidad & Tobago,2018,180.0
Uganda,2018,253380.0
Venezuela,2018,4320.0
Viet Nam,2018,1883100.0
Yemen,2018,2520.0
Zambia,2018,1560.0
Zimbabwe,2018,300.0
Angola,2019,1380.0
Bolivia (Plurinational State of),2019,1200.0
Burundi,2019,17580.0
Cameroon,2019,15000.0
Central African Republic,2019,1140.0
Colombia,2019,820320.0
Costa Rica,2019,62340.0
Côte d'Ivoire,2019,126240.0
Cuba,2019,1320.0
Democratic Republic of Congo,2019,12300.0
Dominican Republic,2019,1620.0
Ecuador,2019,30360.0
El Salvador,2019,32760.0
Ethiopia,2019,235260.0
Ghana,2019,600.0
Guatemala,2019,216780.0
Guinea,2019,4140.0
Guyana,2019,60.0
Haiti,2019,120.0
Honduras,2019,405900.0
India,2019,361680.0
Indonesia,2019,380040.0
Jamaica,2019,540.0
Kenya,2019,50160.0
Lao People's Democratic Republic,2019,34500.0
Liberia,2019,60.0
Madagascar,2019,240.0
Malawi,2019,960.0
Mexico,2019,157620.0
Nepal,2019,60.0
Nicaragua,2019,177240.0
Nigeria,2019,120.0
Panama,2019,3060.0
Papua New Guinea,2019,47220.0
Peru,2019,226320.0
Philippines,2019,420.0
Rwanda,2019,23340.0
Sierra Leone,2019,2820.0
Sri Lanka,2019,60.0
Tanzania,2019,64140.0
Thailand,2019,10440.0
Timor-Leste,2019,7020.0
Togo,2019,3480.0
Trinidad & Tobago,2019,120.0
Uganda,2019,271560.0
Venezuela,2019,3180.0
Viet Nam,2019,1644000.0
Yemen,2019,720.0
Zambia,2019,1620.0
Zimbabwe,2019,360.0
