Country,Coffee_type,Year,Production_tonnes
Papua New Guinea,Mixed,2004,59880.0
Paraguay,Arabica,2004,2280.0
Peru,Arabica,2004,205500.0
Rwanda,Arabica,2004,27000.0
Timor-Leste,Arabica,2004,1020.0
Zimbabwe,Arabica,2004,7200.0
Congo,Robusta,2004,180.0
Cuba,Arabica,2004,10800.0
Dominican Republic,Mixed,2004,29460.0
Haiti,Arabica,2004,21900.0
Philippines,Mixed,2004,21300.0
Tanzania,Mixed,2004,45780.0
Zambia,Arabica,2004,6600.0
Cameroon,Mixed,2004,43620.0
Central African Republic,Robusta,2004,1740.0
Colombia,Arabica,2004,685740.0
Costa Rica,Arabica,2004,112560.0
Côte d'Ivoire,Robusta,2004,128160.0
Democratic Republic of Congo,Mixed,2004,21600.0
El Salvador,Arabica,2004,71820.0
Ethiopia,Arabica,2004,312780.0
Ghana,Robusta,2004,1080.0
Guatemala,Mixed,2004,222180.0
Guinea,Robusta,2004,18960.0
Guyana,Robusta,2004,360.0
Honduras,Arabica,2004,154500.0
India,Mixed,2004,275460.0
Jamaica,Arabica,2004,1260.0
Kenya,Arabica,2004,44160.0
Lao People's Democratic Republic,Robusta,2004,22740.0
Liberia,Robusta,2004,360.0
Mexico,Mixed,2004,232020.0
Nepal,Arabica,2004,60.0
Nicaragua,Arabica,2004,64080.0
Nigeria,Robusta,2004,2700.0
Panama,Arabica,2004,5400.0
Sierra Leone,Robusta,2004,900.0
Sri Lanka,Mixed,2004,1920.0
Thailand,Mixed,2004,53040.0
Togo,Robusta,2004,9960.0
Trinidad & Tobago,Robusta,2004,900.0
Uganda,Mixed,2004,156780.0
Venezuela,Arabica,2004,79620.0
Viet Nam,Mixed,2004,862200.0
Yemen,Arabica,2004,12360.0
Angola,Mixed,2005,1500.0
Bolivia (Plurinational State of),Arabica,2005,6600.0
Brazil,Mixed,2005,1975980.0
Burundi,Mixed,2005,6180.0
Ecuador,Mixed,2005,56100.0
Indonesia,Mixed,2005,549540.0
Madagascar,Robusta,2005,35940.0
Malawi,Arabica,2005,1440.0
Papua New Guinea,Mixed,2005,76080.0
Paraguay,Arabica,2005,2640.0
Peru,Arabica,2005,149340.0
Rwanda,Arabica,2005,20220.0
Timor-Leste,Arabica,2005,1440.0
Zimbabwe,Arabica,2005,3960.0
Congo,Robusta,2005,180.0
Cuba,Arabica,2005,6000.0
Dominican Republic,Mixed,2005,18600.0
Haiti,Arabica,2005,21360.0
Philippines,Mixed,2005,25920.0
Tanzania,Mixed,2005,48240.0
Zambia,Arabica,2005,6180.0
Cameroon,Mixed,2005,52200.0
Central African Republic,Robusta,2005,1380.0
Colombia,Arabica,2005,717120.0
Costa Rica,Arabica,2005,99180.0
Côte d'Ivoire,Robusta,2005,125940.0
Democratic Republic of Congo,Mixed,2005,20160.0
El Salvador,Arabica,2005,79140.0
Ethiopia,Arabica,2005,286740.0
Gabon,Robusta,2005,60.0
Ghana,Robusta,2005,720.0
Guatemala,Mixed,2005,220560.0
Guinea,Robusta,2005,31500.0
Guyana,Robusta,2005,420.0
Honduras,Arabica,2005,192240.0
India,Mixed,2005,273960.0
Jamaica,Arabica,2005,2040.0
Kenya,Arabica,2005,39600.0
Lao People's Democratic Republic,Robusta,2005,16800.0
Liberia,Robusta,2005,300.0
Mexico,Mixed,2005,253500.0
Nepal,Arabica,2005,60.0
Nicaragua,Arabica,2005,85920.0
Nigeria,Robusta,2005,4140.0
Panama,Arabica,2005,10560.0
Sierra Leone,Robusta,2005,3600.0
Sri Lanka,Mixed,2005,2100.0
Thailand,Mixed,2005,63840.0
Togo,Robusta,2005,8400.0
Trinidad & Tobago,Robusta,2005,900.0
Uganda,Mixed,2005,130500.0
Venezuela,Arabica,2005,90360.0
Viet Nam,Mixed,2005,830520.0
Yemen,Arabica,2005,12180.0
Angola,Mixed,2006,2100.0
Bolivia (Plurinational State of),Arabica,2006,8760.0
Brazil,Mixed,2006,2905920.0
Burundi,Mixed,2006,29880.0
Ecuador,Mixed,2006,62100.0
Indonesia,Mixed,2006,448980.0
Madagascar,Robusta,2006,35220.0
Malawi,Arabica,2006,1020.0
Papua New Guinea,Mixed,2006,48420.0
Paraguay,Arabica,2006,2100.0
Peru,Arabica,2006,259140.0
Rwanda,Arabica,2006,21060.0
Timor-Leste,Arabica,2006,2760.0
Zimbabwe,Arabica,2006,2700.0
Congo,Robusta,2006,180.0
Cuba,Arabica,2006,6300.0
Dominican Republic,Mixed,2006,23220.0
Haiti,Arabica,2006,21720.0
Philippines,Mixed,2006,26460.0
Tanzania,Mixed,2006,49320.0
Zambia,Arabica,2006,3360.0
Cameroon,Mixed,2006,49080.0
Central African Republic,Robusta,2006,6840.0
Colombia,Arabica,2006,729840.0
Costa Rica,Arabica,2006,102360.0
Côte d'Ivoire,Robusta,2006,170880.0
Democratic Republic of Congo,Mixed,2006,22680.0
El Salvador,Arabica,2006,74040.0
Ethiopia,Arabica,2006,333060.0
Gabon,Robusta,2006,60.0
Ghana,Robusta,2006,1200.0
Guatemala,Mixed,2006,237000.0
Guinea,Robusta,2006,28380.0
Guyana,Robusta,2006,480.0
Honduras,Arabica,2006,207660.0
India,Mixed,2006,270000.0
Jamaica,Arabica,2006,2400.0
Kenya,Arabica,2006,49560.0
Lao People's Democratic Republic,Robusta,2006,23460.0
Liberia,Robusta,2006,420.0
Mexico,Mixed,2006,252000.0
Nepal,Arabica,2006,120.0
Nicaragua,Arabica,2006,85680.0
Nigeria,Robusta,2006,3060.0
Panama,Arabica,2006,10380.0
Sierra Leone,Robusta,2006,1860.0
Sri Lanka,Mixed,2006,1980.0
Thailand,Mixed,2006,49320.0
Togo,Robusta,2006,8040.0
Trinidad & Tobago,Robusta,2006,720.0
Uganda,Mixed,2006,173640.0
Venezuela,Arabica,2006,94260.0
Viet Nam,Mixed,2006,1160400.0
Yemen,Arabica,2006,12420.0
Angola,Mixed,2007,2160.0
Bolivia (Plurinational State of),Arabica,2007,6960.0
Brazil,Mixed,2007,2334660.0
Burundi,Mixed,2007,7980.0
Ecuador,Mixed,2007,57000.0
Indonesia,Mixed,2007,466620.0
Madagascar,Robusta,2007,36840.0
Malawi,Arabica,2007,1140.0
Papua New Guinea,Mixed,2007,58080.0
Paraguay,Arabica,2007,2340.0
Peru,Arabica,2007,183780.0
Rwanda,Arabica,2007,13440.0
Timor-Leste,Arabica,2007,2160.0
Zimbabwe,Arabica,2007,1860.0
Congo,Robusta,2007,180.0
Cuba,Arabica,2007,6600.0
Dominican Republic,Mixed,2007,27900.0
Haiti,Arabica,2007,21540.0
Philippines,Mixed,2007,26760.0
Tanzania,Mixed,2007,48600.0
Zambia,Arabica,2007,3660.0
Cameroon,Mixed,2007,47700.0
Central African Republic,Robusta,2007,2580.0
Colombia,Arabica,2007,750900.0
Costa Rica,Arabica,2007,107820.0
Côte d'Ivoire,Robusta,2007,80280.0
Democratic Republic of Congo,Mixed,2007,24960.0
El Salvador,Arabica,2007,90300.0
Ethiopia,Arabica,2007,358020.0
Gabon,Robusta,2007,60.0
Ghana,Robusta,2007,2100.0
Guatemala,Mixed,2007,246000.0
Guinea,Robusta,2007,19380.0
Guyana,Robusta,2007,540.0
Honduras,Arabica,2007,218400.0
India,Mixed,2007,262020.0
Jamaica,Arabica,2007,1200.0
Kenya,Arabica,2007,39120.0
Lao People's Democratic Republic,Robusta,2007,23580.0
Liberia,Robusta,2007,420.0
Mexico,Mixed,2007,249000.0
Nepal,Arabica,2007,60.0
Nicaragua,Arabica,2007,114360.0
Nigeria,Robusta,2007,2520.0
Panama,Arabica,2007,10560.0
Sierra Leone,Robusta,2007,2400.0
Sri Lanka,Mixed,2007,1980.0
Thailand,Mixed,2007,39000.0
Togo,Robusta,2007,7500.0
Trinidad & Tobago,Robusta,2007,720.0
Uganda,Mixed,2007,209400.0
Venezuela,Arabica,2007,91200.0
Viet Nam,Mixed,2007,984300.0
Yemen,Arabica,2007,11880.0
Angola,Mixed,2008,2280.0
Bolivia (Plurinational State of),Arabica,2008,7200.0
Brazil,Mixed,2008,3089460.0
Burundi,Mixed,2008,24720.0
Ecuador,Mixed,2008,46260.0
Indonesia,Mixed,2008,576720.0
Madagascar,Robusta,2008,43680.0
Malawi,Arabica,2008,1260.0
Papua New Guinea,Mixed,2008,61680.0
Paraguay,Arabica,2008,1200.0
Peru,Arabica,2008,232320.0
Rwanda,Arabica,2008,22140.0
Timor-Leste,Arabica,2008,2880.0
Zimbabwe,Arabica,2008,1440.0
Congo,Robusta,2008,180.0
Cuba,Arabica,2008,7980.0
Dominican Republic,Mixed,2008,38700.0
Haiti,Arabica,2008,21540.0
Philippines,Mixed,2008,35220.0
Tanzania,Mixed,2008,71160.0
Zambia,Arabica,2008,2100.0
Cameroon,Mixed,2008,43500.0
Central African Republic,Robusta,2008,3600.0
Colombia,Arabica,2008,519840.0
Costa Rica,Arabica,2008,90000.0
Côte d'Ivoire,Robusta,2008,151560.0
Democratic Republic of Congo,Mixed,2008,25320.0
El Salvador,Arabica,2008,87000.0
Ethiopia,Arabica,2008,296940.0
Gabon,Robusta,2008,120.0
Ghana,Robusta,2008,1560.0
Guatemala,Mixed,2008,227100.0
Guinea,Robusta,2008,30300.0
Guyana,Robusta,2008,600.0
Honduras,Arabica,2008,207000.0
India,Mixed,2008,244320.0
Jamaica,Arabica,2008,1920.0
Kenya,Arabica,2008,32460.0
Lao People's Democratic Republic,Robusta,2008,24360.0
Liberia,Robusta,2008,720.0
Mexico,Mixed,2008,279060.0
Nepal,Arabica,2008,60.0
Nicaragua,Arabica,2008,86700.0
Nigeria,Robusta,2008,3000.0
Panama,Arabica,2008,8940.0
Sierra Leone,Robusta,2008,5160.0
Sri Lanka,Mixed,2008,1860.0
Thailand,Mixed,2008,40500.0
Togo,Robusta,2008,8280.0
Trinidad & Tobago,Robusta,2008,660.0
Uganda,Mixed,2008,200100.0
Venezuela,Arabica,2008,55920.0
Viet Nam,Mixed,2008,1106280.0
Yemen,Arabica,2008,13200.0
Angola,Mixed,2009,780.0
Bolivia (Plurinational State of),Arabica,2009,7680.0
Brazil,Mixed,2009,2638620.0
Burundi,Mixed,2009,6720.0
Ecuador,Mixed,2009,48780.0
Indonesia,Mixed,2009,682800.0
Madagascar,Robusta,2009,27420.0
Malawi,Arabica,2009,1020.0
Papua New Guinea,Mixed,2009,62280.0
Paraguay,Arabica,2009,1200.0
Peru,Arabica,2009,197160.0
Rwanda,Arabica,2009,15540.0
Timor-Leste,Arabica,2009,2820.0
Zimbabwe,Arabica,2009,1260.0
Congo,Robusta,2009,180.0
Cuba,Arabica,2009,5520.0
Dominican Republic,Mixed,2009,21120.0
Haiti,Arabica,2009,21060.0
Philippines,Mixed,2009,43800.0
Tanzania,Mixed,2009,40500.0
Zambia,Arabica,2009,1680.0
Cameroon,Mixed,2009,54120.0
Central African Republic,Robusta,2009,6720.0
Colombia,Arabica,2009,485880.0
Costa Rica,Arabica,2009,88620.0
Côte d'Ivoire,Robusta,2009,119340.0
Democratic Republic of Congo,Mixed,2009,20760.0
El Salvador,Arabica,2009,64500.0
Ethiopia,Arabica,2009,409800.0
Ghana,Robusta,2009,1140.0
Guatemala,Mixed,2009,230100.0
Guinea,Robusta,2009,29940.0
Guyana,Robusta,2009,540.0
Honduras,Arabica,2009,216180.0
India,Mixed,2009,289620.0
Jamaica,Arabica,2009,1500.0
Kenya,Arabica,2009,37800.0
Lao People's Democratic Republic,Robusta,2009,26040.0
Liberia,Robusta,2009,780.0
Mexico,Mixed,2009,246540.0
Nepal,Arabica,2009,60.0
Nicaragua,Arabica,2009,112260.0
Nigeria,Robusta,2009,2040.0
Panama,Arabica,2009,8280.0
Sierra Leone,Robusta,2009,5460.0
Sri Lanka,Mixed,2009,1920.0
Thailand,Mixed,2009,47700.0
Togo,Robusta,2009,12120.0
Trinidad & Tobago,Robusta,2009,660.0
Uganda,Mixed,2009,173640.0
Venezuela,Arabica,2009,72840.0
Viet Nam,Mixed,2009,1069500.0
Yemen,Arabica,2009,8100.0
Angola,Mixed,2010,2100.0
Bolivia (Plurinational State of),Arabica,2010,7020.0
Brazil,Mixed,2010,3325680.0
Burundi,Mixed,2010,21180.0
Ecuador,Mixed,2010,51240.0
Indonesia,Mixed,2010,547740.0
Madagascar,Robusta,2010,31800.0
Malawi,Arabica,2010,1020.0
Papua New Guinea,Mixed,2010,52020.0
Paraguay,Arabica,2010,1200.0
Peru,Arabica,2010,244140.0
Rwanda,Arabica,2010,19380.0
Timor-Leste,Arabica,2010,3600.0
Zimbabwe,Arabica,2010,600.0
Congo,Robusta,2010,180.0
Cuba,Arabica,2010,6480.0
Dominican Republic,Mixed,2010,22680.0
Haiti,Arabica,2010,21000.0
Philippines,Mixed,2010,11340.0
Tanzania,Mixed,2010,50760.0
Zambia,Arabica,2010,780.0
Cameroon,Mixed,2010,31620.0
Central African Republic,Robusta,2010,4680.0
Colombia,Arabica,2010,511380.0
Costa Rica,Arabica,2010,96840.0
Côte d'Ivoire,Robusta,2010,50220.0
Democratic Republic of Congo,Mixed,2010,18300.0
El Salvador,Arabica,2010,112380.0
Ethiopia,Arabica,2010,333600.0
Gabon,Robusta,2010,120.0
Ghana,Robusta,2010,4140.0
Guatemala,Mixed,2010,237000.0
Guinea,Robusta,2010,23160.0
Guyana,Robusta,2010,540.0
Honduras,Arabica,2010,259860.0
India,Mixed,2010,336000.0
Jamaica,Arabica,2010,1260.0
Kenya,Arabica,2010,38460.0
Lao People's Democratic Republic,Robusta,2010,32640.0
Liberia,Robusta,2010,600.0
Mexico,Mixed,2010,240060.0
Nepal,Arabica,2010,180.0
Nicaragua,Arabica,2010,98280.0
Nigeria,Robusta,2010,2520.0
Panama,Arabica,2010,6840.0
Sierra Leone,Robusta,2010,1980.0
Sri Lanka,Mixed,2010,2220.0
Thailand,Mixed,2010,49680.0
Togo,Robusta,2010,9600.0
Trinidad & Tobago,Robusta,2010,600.0
Uganda,Mixed,2010,196020.0
Venezuela,Arabica,2010,72120.0
Viet Nam,Mixed,2010,1200000.0
Yemen,Arabica,2010,9660.0
Angola,Mixed,2011,1740.0
Bolivia (Plurinational State of),Arabica,2011,7920.0
Brazil,Mixed,2011,2915520.0
Burundi,Mixed,2011,12240.0
Ecuador,Mixed,2011,49500.0
Indonesia,Mixed,2011,413340.0
Madagascar,Robusta,2011,35100.0
Malawi,Arabica,2011,1560.0
Papua New Guinea,Mixed,2011,84840.0
Paraguay,Arabica,2011,1200.0
Peru,Arabica,2011,322380.0
Rwanda,Arabica,2011,15060.0
Timor-Leste,Arabica,2011,2820.0
Zimbabwe,Arabica,2011,540.0
Congo,Robusta,2011,180.0
Cuba,Arabica,2011,6000.0
Dominican Republic,Mixed,2011,29460.0
Haiti,Arabica,2011,20940.0
Philippines,Mixed,2011,10800.0
Tanzania,Mixed,2011,38460.0
Zambia,Arabica,2011,660.0
Cameroon,Mixed,2011,40140.0
Central African Republic,Robusta,2011,5460.0
Colombia,Arabica,2011,459180.0
Costa Rica,Arabica,2011,109860.0
Côte d'Ivoire,Robusta,2011,132960.0
Democratic Republic of Congo,Mixed,2011,21420.0
El Salvador,Arabica,2011,69840.0
Ethiopia,Arabica,2011,339000.0
Gabon,Robusta,2011,60.0
Ghana,Robusta,2011,1800.0
Guatemala,Mixed,2011,231000.0
Guinea,Robusta,2011,23160.0
Guyana,Robusta,2011,600.0
Honduras,Arabica,2011,352920.0
India,Mixed,2011,320040.0
Jamaica,Arabica,2011,1440.0
Kenya,Arabica,2011,45420.0
Lao People's Democratic Republic,Robusta,2011,30840.0
Liberia,Robusta,2011,600.0
Mexico,Mixed,2011,273660.0
Nepal,Arabica,2011,120.0
Nicaragua,Arabica,2011,131580.0
Nigeria,Robusta,2011,2820.0
Panama,Arabica,2011,6360.0
Sierra Leone,Robusta,2011,4680.0
Sri Lanka,Mixed,2011,2160.0
Thailand,Mixed,2011,49860.0
Togo,Robusta,2011,9600.0
Trinidad & Tobago,Robusta,2011,660.0
Uganda,Mixed,2011,186900.0
Venezuela,Arabica,2011,54120.0
Viet Nam,Mixed,2011,1590000.0
Yemen,Arabica,2011,11100.0
Angola,Mixed,2012,1980.0
Bolivia (Plurinational State of),Arabica,2012,6300.0
Brazil,Mixed,2012,3325080.0
Burundi,Mixed,2012,24360.0
Ecuador,Mixed,2012,49680.0
Indonesia,Mixed,2012,784200.0
Madagascar,Robusta,2012,30000.0
Malawi,Arabica,2012,1380.0
Papua New Guinea,Mixed,2012,42960.0
Paraguay,Arabica,2012,1200.0
Peru,Arabica,2012,267000.0
Rwanda,Arabica,2012,15540.0
Timor-Leste,Arabica,2012,3660.0
Zimbabwe,Arabica,2012,420.0
Congo,Robusta,2012,180.0
Cuba,Arabica,2012,5280.0
Dominican Republic,Mixed,2012,29280.0
Haiti,Arabica,2012,21000.0
Philippines,Mixed,2012,10620.0
Tanzania,Mixed,2012,69060.0
Zambia,Arabica,2012,300.0
Cameroon,Mixed,2012,22260.0
Central African Republic,Robusta,2012,1380.0
Colombia,Arabica,2012,595620.0
Costa Rica,Arabica,2012,109380.0
Côte d'Ivoire,Robusta,2012,119640.0
Democratic Republic of Congo,Mixed,2012,20040.0
El Salvador,Arabica,2012,74400.0
Ethiopia,Arabica,2012,367920.0
Gabon,Robusta,2012,60.0
Ghana,Robusta,2012,1260.0
Guatemala,Mixed,2012,225780.0
Guinea,Robusta,2012,14040.0
Guyana,Robusta,2012,600.0
Honduras,Arabica,2012,281160.0
India,Mixed,2012,324180.0
Jamaica,Arabica,2012,1440.0
Kenya,Arabica,2012,52500.0
Lao People's Democratic Republic,Robusta,2012,32460.0
Liberia,Robusta,2012,600.0
Mexico,Mixed,2012,259620.0
Nepal,Arabica,2012,60.0
Nicaragua,Arabica,2012,112380.0
Nigeria,Robusta,2012,2460.0
Panama,Arabica,2012,6960.0
Sierra Leone,Robusta,2012,3660.0
Sri Lanka,Mixed,2012,2100.0
Thailand,Mixed,2012,36480.0
Togo,Robusta,2012,5040.0
Trinidad & Tobago,Robusta,2012,720.0
Uganda,Mixed,2012,234840.0
Venezuela,Arabica,2012,57120.0
Viet Nam,Mixed,2012,1404120.0
Yemen,Arabica,2012,11280.0
Angola,Mixed,2013,2100.0
Bolivia (Plurinational State of),Arabica,2013,7200.0
Brazil,Mixed,2013,3281340.0
Burundi,Mixed,2013,9780.0
Ecuador,Mixed,2013,39960.0
Indonesia,Mixed,2013,774060.0
Madagascar,Robusta,2013,35040.0
Malawi,Arabica,2013,1680.0
Papua New Guinea,Mixed,2013,50100.0
Paraguay,Arabica,2013,1200.0
Peru,Arabica,2013,246360.0
Rwanda,Arabica,2013,15480.0
Timor-Leste,Arabica,2013,4800.0
Zimbabwe,Arabica,2013,540.0
Congo,Robusta,2013,180.0
Cuba,Arabica,2013,6420.0
Dominican Republic,Mixed,2013,25500.0
Haiti,Arabica,2013,20700.0
Philippines,Mixed,2013,11160.0
Tanzania,Mixed,2013,48660.0
Zambia,Arabica,2013,660.0
Cameroon,Mixed,2013,24240.0
Central African Republic,Robusta,2013,5400.0
Colombia,Arabica,2013,727440.0
Costa Rica,Arabica,2013,93120.0
Côte d'Ivoire,Robusta,2013,155880.0
Democratic Republic of Congo,Mixed,2013,20820.0
El Salvador,Arabica,2013,30900.0
Ethiopia,Arabica,2013,374520.0
Ghana,Robusta,2013,1500.0
Guatemala,Mixed,2013,191340.0
Guinea,Robusta,2013,6060.0
Guyana,Robusta,2013,780.0
Honduras,Arabica,2013,274980.0
India,Mixed,2013,304500.0
Jamaica,Arabica,2013,1200.0
Kenya,Arabica,2013,50580.0
Lao People's Democratic Republic,Robusta,2013,32640.0
Liberia,Robusta,2013,360.0
Mexico,Mixed,2013,234960.0
Nepal,Arabica,2013,60.0
Nicaragua,Arabica,2013,123600.0
Nigeria,Robusta,2013,2460.0
Panama,Arabica,2013,6780.0
Sierra Leone,Robusta,2013,1920.0
Sri Lanka,Mixed,2013,2220.0
Thailand,Mixed,2013,38280.0
Togo,Robusta,2013,10320.0
Trinidad & Tobago,Robusta,2013,720.0
Uganda,Mixed,2013,217980.0
Venezuela,Arabica,2013,48240.0
Viet Nam,Mixed,2013,1656600.0
Yemen,Arabica,2013,11220.0
Angola,Mixed,2014,2340.0
Bolivia (Plurinational State of),Arabica,2014,6000.0
Brazil,Mixed,2014,3198300.0
Burundi,Mixed,2014,14880.0
Ecuador,Mixed,2014,38640.0
Indonesia,Mixed,2014,656760.0
Madagascar,Robusta,2014,30060.0
Malawi,Arabica,2014,1500.0
Papua New Guinea,Mixed,2014,47880.0
Paraguay,Arabica,2014,1200.0
Peru,Arabica,2014,172980.0
Rwanda,Arabica,2014,14280.0
Timor-Leste,Arabica,2014,6660.0
Zimbabwe,Arabica,2014,900.0
Congo,Robusta,2014,180.0
Cuba,Arabica,2014,6060.0
Dominican Republic,Mixed,2014,23820.0
Haiti,Arabica,2014,20580.0
Philippines,Mixed,2014,11580.0
Tanzania,Mixed,2014,45180.0
Zambia,Arabica,2014,180.0
Cameroon,Mixed,2014,28980.0
Central African Republic,Robusta,2014,3780.0
Colombia,Arabica,2014,799980.0
Costa Rica,Arabica,2014,88500.0
Côte d'Ivoire,Robusta,2014,103680.0
Democratic Republic of Congo,Mixed,2014,20100.0
El Salvador,Arabica,2014,39900.0
Ethiopia,Arabica,2014,382980.0
Gabon,Robusta,2014,60.0
Ghana,Robusta,2014,2100.0
Guatemala,Mixed,2014,198600.0
Guinea,Robusta,2014,9900.0
Guyana,Robusta,2014,540.0
Honduras,Arabica,2014,316080.0
India,Mixed,2014,327000.0
Jamaica,Arabica,2014,1260.0
Kenya,Arabica,2014,46200.0
Lao People's Democratic Republic,Robusta,2014,33120.0
Liberia,Robusta,2014,420.0
Mexico,Mixed,2014,218160.0
Nepal,Arabica,2014,120.0
Nicaragua,Arabica,2014,113880.0
Nigeria,Robusta,2014,2580.0
Panama,Arabica,2014,6360.0
Sierra Leone,Robusta,2014,2760.0
Sri Lanka,Mixed,2014,2160.0
Thailand,Mixed,2014,50700.0
Togo,Robusta,2014,8580.0
Trinidad & Tobago,Robusta,2014,720.0
Uganda,Mixed,2014,224640.0
Venezuela,Arabica,2014,39000.0
Viet Nam,Mixed,2014,1634460.0
Yemen,Arabica,2014,10680.0
Angola,Mixed,2015,2460.0
Bolivia (Plurinational State of),Arabica,2015,5040.0
Brazil,Mixed,2015,3172260.0
Burundi,Mixed,2015,16140.0
Ecuador,Mixed,2015,38640.0
Indonesia,Mixed,2015,755100.0
Madagascar,Robusta,2015,24840.0
Malawi,Arabica,2015,1260.0
Papua New Guinea,Mixed,2015,42720.0
Paraguay,Arabica,2015,1200.0
Peru,Arabica,2015,198240.0
Rwanda,Arabica,2015,17580.0
Timor-Leste,Arabica,2015,3540.0
Zimbabwe,Arabica,2015,840.0
Congo,Robusta,2015,180.0
Cuba,Arabica,2015,6000.0
Dominican Republic,Mixed,2015,24000.0
Haiti,Arabica,2015,20460.0
Philippines,Mixed,2015,12480.0
Tanzania,Mixed,2015,55800.0
Zambia,Arabica,2015,240.0
Cameroon,Mixed,2015,23460.0
Central African Republic,Robusta,2015,6000.0
Colombia,Arabica,2015,840540.0
Costa Rica,Arabica,2015,86400.0
Côte d'Ivoire,Robusta,2015,77340.0
Democratic Republic of Congo,Mixed,2015,22260.0
El Salvador,Arabica,2015,33900.0
Ethiopia,Arabica,2015,390900.0
Gabon,Robusta,2015,60.0
Ghana,Robusta,2015,2160.0
Guatemala,Mixed,2015,204600.0
Guinea,Robusta,2015,17160.0
Guyana,Robusta,2015,660.0
Honduras,Arabica,2015,347160.0
India,Mixed,2015,349800.0
Jamaica,Arabica,2015,1200.0
Kenya,Arabica,2015,47940.0
Lao People's Democratic Republic,Robusta,2015,32100.0
Liberia,Robusta,2015,600.0
Mexico,Mixed,2015,166320.0
Nepal,Arabica,2015,120.0
Nicaragua,Arabica,2015,127800.0
Nigeria,Robusta,2015,2460.0
Panama,Arabica,2015,7620.0
Sierra Leone,Robusta,2015,2760.0
Sri Lanka,Mixed,2015,2160.0
Thailand,Mixed,2015,45720.0
Togo,Robusta,2015,4860.0
Trinidad & Tobago,Robusta,2015,720.0
Uganda,Mixed,2015,219000.0
Venezuela,Arabica,2015,30000.0
Viet Nam,Mixed,2015,1865400.0
Yemen,Arabica,2015,9360.0
Angola,Mixed,2016,2700.0
Bolivia (Plurinational State of),Arabica,2016,4680.0
Brazil,Mixed,2016,3407280.0
Burundi,Mixed,2016,11760.0
Ecuador,Mixed,2016,38700.0
Indonesia,Mixed,2016,692460.0
Madagascar,Robusta,2016,27180.0
Malawi,Arabica,2016,1200.0
Papua New Guinea,Mixed,2016,70260.0
Paraguay,Arabica,2016,1200.0
Peru,Arabica,2016,253380.0
Rwanda,Arabica,2016,13860.0
Timor-Leste,Arabica,2016,4920.0
Zimbabwe,Arabica,2016,900.0
Congo,Robusta,2016,180.0
Cuba,Arabica,2016,6180.0
Dominican Republic,Mixed,2016,24720.0
Haiti,Arabica,2016,20520.0
Philippines,Mixed,2016,12900.0
Tanzania,Mixed,2016,50760.0
Zambia,Arabica,2016,780.0
Cameroon,Mixed,2016,17520.0
Central African Republic,Robusta,2016,2220.0
Colombia,Arabica,2016,878040.0
Costa Rica,Arabica,2016,82320.0
Côte d'Ivoire,Robusta,2016,67020.0
Democratic Republic of Congo,Mixed,2016,16740.0
El Salvador,Arabica,2016,36600.0
Ethiopia,Arabica,2016,428580.0
Ghana,Robusta,2016,1560.0
Guatemala,Mixed,2016,221040.0
Guinea,Robusta,2016,16200.0
Guyana,Robusta,2016,600.0
Honduras,Arabica,2016,447420.0
India,Mixed,2016,369660.0
Jamaica,Arabica,2016,1080.0
Kenya,Arabica,2016,47580.0
Lao People's Democratic Republic,Robusta,2016,30600.0
Liberia,Robusta,2016,720.0
Mexico,Mixed,2016,218100.0
Nepal,Arabica,2016,60.0
Nicaragua,Arabica,2016,153300.0
Nigeria,Robusta,2016,2580.0
Panama,Arabica,2016,7200.0
Sierra Leone,Robusta,2016,2280.0
Sri Lanka,Mixed,2016,2220.0
Thailand,Mixed,2016,32280.0
Togo,Robusta,2016,1380.0
Trinidad & Tobago,Robusta,2016,720.0
Uganda,Mixed,2016,297720.0
Venezuela,Arabica,2016,31500.0
Viet Nam,Mixed,2016,1669140.0
Yemen,Arabica,2016,8580.0
Angola,Mixed,2017,2100.0
Bolivia (Plurinational State of),Arabica,2017,5040.0
Brazil,Mixed,2017,3164400.0
Burundi,Mixed,2017,12120.0
Ecuador,Mixed,2017,37440.0
Indonesia,Mixed,2017,651120.0
Madagascar,Robusta,2017,24240.0
Malawi,Arabica,2017,840.0
Papua New Guinea,Mixed,2017,44040.0
Paraguay,Arabica,2017,1200.0
Peru,Arabica,2017,256740.0
Rwanda,Arabica,2017,15840.0
Timor-Leste,Arabica,2017,3900.0
Zimbabwe,Arabica,2017,420.0
Congo,Robusta,2017,180.0
Cuba,Arabica,2017,6780.0
Dominican Republic,Mixed,2017,24720.0
Haiti,Arabica,2017,20520.0
Philippines,Mixed,2017,12180.0
Tanzania,Mixed,2017,46980.0
Zambia,Arabica,2017,1140.0
Cameroon,Mixed,2017,22200.0
Central African Republic,Robusta,2017,3600.0
Colombia,Arabica,2017,829440.0
Costa Rica,Arabica,2017,93660.0
Côte d'Ivoire,Robusta,2017,97440.0
Democratic Republic of Congo,Mixed,2017,22920.0
El Salvador,Arabica,2017,45600.0
Ethiopia,Arabica,2017,440820.0
Ghana,Robusta,2017,780.0
Guatemala,Mixed,2017,224040.0
Guinea,Robusta,2017,13740.0
Guyana,Robusta,2017,600.0
Honduras,Arabica,2017,453600.0
India,Mixed,2017,348780.0
Jamaica,Arabica,2017,1140.0
Kenya,Arabica,2017,47400.0
Lao People's Democratic Republic,Robusta,2017,31980.0
